搜索关键词,视频BV号,视频标题,评论作者,评论者ID,性别,评论时间,IP属地,点赞数,评论内容
AI克隆,BV164qwBAEv9,这AI比我都像人！只需3秒，声音就被偷走了？2026最新开源语音模型使用教程！,o0侠客游0o,34867089.0,保密,2026-01-16 23:43:39,北京,0.0,阿里那个百炼，登录后让我选择帐号 （界面里可以看到我2个帐号，可能以前注册过），但2个帐号都是灰色 不可点击。卡死在这里 只能关闭。这就无语了
AI克隆,BV164qwBAEv9,这AI比我都像人！只需3秒，声音就被偷走了？2026最新开源语音模型使用教程！,o0侠客游0o,34867089.0,保密,2026-01-16 23:33:10,北京,0.0,根据指定的语音进行模拟（我提供文字），这3种模型用哪种更好呢？
AI克隆,BV164qwBAEv9,这AI比我都像人！只需3秒，声音就被偷走了？2026最新开源语音模型使用教程！,心碎男宝安,354941899.0,保密,2026-01-15 11:20:13,广西,0.0,三连
AI克隆,BV164qwBAEv9,这AI比我都像人！只需3秒，声音就被偷走了？2026最新开源语音模型使用教程！,687899977,3493259192043757.0,保密,2026-01-13 16:11:33,安徽,0.0,ai的音色明显的没有特别的情绪和感情，就比如你放的 第一段语音对比，你说话很明显的敷衍和不清晰，而ai说话十分清晰而且没有情感变化，说白了ai说话少了哪种属于人的特别感
AI克隆,BV164qwBAEv9,这AI比我都像人！只需3秒，声音就被偷走了？2026最新开源语音模型使用教程！,谢又的宇宙,3537113435867269.0,保密,2026-01-13 10:59:47,北京,0.0,可以做长音频播客之类的吗？
AI克隆,BV164qwBAEv9,这AI比我都像人！只需3秒，声音就被偷走了？2026最新开源语音模型使用教程！,podooooooom,3546661162846385.0,保密,2026-01-12 17:04:11,北京,0.0,[鸭科夫_流汗鸭]
AI克隆,BV164qwBAEv9,这AI比我都像人！只需3秒，声音就被偷走了？2026最新开源语音模型使用教程！,bili_99159863583,3546914242956180.0,保密,2026-01-11 13:51:02,山东,0.0,经典片段我选c[doge][doge][doge]
AI克隆,BV164qwBAEv9,这AI比我都像人！只需3秒，声音就被偷走了？2026最新开源语音模型使用教程！,南阳笑笑,475769550.0,保密,2026-01-10 16:24:51,河北,0.0,一看8G就让我的电脑自动退出了
AI克隆,BV164qwBAEv9,这AI比我都像人！只需3秒，声音就被偷走了？2026最新开源语音模型使用教程！,挥之不去D伤,305443591.0,保密,2026-01-10 00:19:07,浙江,0.0,UP又一次带来了惊喜，三连奉上！！！
AI克隆,BV164qwBAEv9,这AI比我都像人！只需3秒，声音就被偷走了？2026最新开源语音模型使用教程！,我自己tNU,3461579876075787.0,保密,2026-01-09 17:17:38,吉林,0.0,AI的声音比较僵硬
AI克隆,BV164qwBAEv9,这AI比我都像人！只需3秒，声音就被偷走了？2026最新开源语音模型使用教程！,12459674,1615244155.0,保密,2026-01-09 17:05:44,江西,0.0,这个怎么解决，up主，我还特地充了会员去下你的整合包[难过]
AI克隆,BV164qwBAEv9,这AI比我都像人！只需3秒，声音就被偷走了？2026最新开源语音模型使用教程！,婚礼摄影师小莫,240239770.0,保密,2026-01-09 17:01:45,河北,0.0,用百炼复刻的人声怎么下载下来呢
AI克隆,BV164qwBAEv9,这AI比我都像人！只需3秒，声音就被偷走了？2026最新开源语音模型使用教程！,我是MIX啊,367319454.0,男,2026-01-08 14:12:28,辽宁,0.0,up片尾曲叫什么啊，好好听[doge_金箍]
AI克隆,BV164qwBAEv9,这AI比我都像人！只需3秒，声音就被偷走了？2026最新开源语音模型使用教程！,GPT订阅plus可开票2,3690977793411793.0,保密,2026-01-07 18:55:22,广东,0.0,☏还有两年本科毕业，我都不敢想ai会有多强[大哭]
AI克隆,BV164qwBAEv9,这AI比我都像人！只需3秒，声音就被偷走了？2026最新开源语音模型使用教程！,bili_3690992955820282,3690992955820282.0,保密,2026-01-07 13:53:37,广东,0.0,☫为了咱这手里的20刀，三大公司也是煞费苦心
AI克隆,BV164qwBAEv9,这AI比我都像人！只需3秒，声音就被偷走了？2026最新开源语音模型使用教程！,我正在努力,1796285.0,男,2026-01-07 12:49:28,湖南,0.0,多来点ai视频[吃瓜]
AI克隆,BV164qwBAEv9,这AI比我都像人！只需3秒，声音就被偷走了？2026最新开源语音模型使用教程！,夜色丶未来灬,37279091.0,保密,2026-01-06 22:48:56,四川,0.0,[星星眼][星星眼][星星眼]等以后有空了玩玩
AI克隆,BV164qwBAEv9,这AI比我都像人！只需3秒，声音就被偷走了？2026最新开源语音模型使用教程！,KylinOIO,397651971.0,保密,2026-01-06 22:05:08,上海,0.0,感谢分享
AI克隆,BV164qwBAEv9,这AI比我都像人！只需3秒，声音就被偷走了？2026最新开源语音模型使用教程！,可可豆真太好吃,3493079979919457.0,保密,2026-01-06 21:37:15,河北,0.0,免费吗
AI克隆,BV164qwBAEv9,这AI比我都像人！只需3秒，声音就被偷走了？2026最新开源语音模型使用教程！,LuBoyi,26767159.0,男,2026-01-06 21:02:53,云南,0.0,魔搭的在线体验有额度限制吗
AI克隆,BV164qwBAEv9,这AI比我都像人！只需3秒，声音就被偷走了？2026最新开源语音模型使用教程！,傲娇恶魔T,285009199.0,保密,2026-01-09 17:10:45,浙江,1.0,[傲娇]
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,官方认证爱莉希雅老公,693110963.0,男,2026-03-17 10:15:56,河南,122.0,一人血书推出Claude code或Cursor的vibe coding教程[星星眼]
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,霉菌爱思考,32401303.0,女,2026-03-20 17:22:21,广东,721.0,谢谢up主，已经分享给小伙伴一起学习哈哈，分享下我的笔记[doge_金箍]
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,Principia_寻道者,301595395.0,男,2026-03-17 03:01:39,加拿大,436.0,一图帮你理解AI概念。
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,萌萌哒小龙虾claw,3546562858846752.0,保密,2026-03-16 18:00:05,上海,156.0,好家伙，从Token到Agent Skill全给串起来了，这波属于是把AI底裤都给扒明白了🦞！以后调教AI可算知道怎么下指令了，系统Prompt这玩意儿是真关键
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,CJ视觉设计师,13900637.0,男,2026-03-18 13:32:25,四川,129.0,"""LLM""     语言文本模型
""Token""    LLM的输出输出，输入的Token通常比输出Token要贵好几倍，看不同厂商。
""Context""  上下文
""Prompt""   提示词，现在的大部分的产品，不仅仅是个LLM了，基本都进化成Agent了。进化的核心就是因为prompt，在Agent上prompt其实更多是定义Agent本身的能力以及约束，这部分就是system prompt，用户输入你好，背后Agent会携带很多东西给LLM，所有这些Agent提交给LLM的内容组合起来就是输入的Token了。
""loop""    Agent的另一个核心，Agent本身如何与接入的LLM循环调用，达到目的。
""Tool""    工具，有内置工具，像openclaw就只有4个内置工具，但是可以做一切的事情 read write edit bash。外置工具，可以自己写，也可以用别人做好的。mcp可以理解为Agent的外包，将这一个领域的所有工具都外包给了这个mcp。

其实大家动手开发一个自己的Agent就会慢慢知道这些了嘿嘿"
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,梦涂山,346117278.0,保密,2026-03-16 19:43:15,北京,110.0,所以说SKILL不就是一种特定格式的system prompt吗
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,生命贊歌,123166917.0,保密,2026-03-18 03:25:46,上海,102.0,"关于token的消耗，我有一个问题不太理解。调用大模型的接口要消耗token。
当我在一个context上，询问第一个问题时，比如消耗了10个token。继续询问第二个问题，第二个问题，问题本身需要消耗5个token。但是因为是同一个context。那么在询问第二个问题时，需要带上第一个问题，一并传递给ai。
那么，当问第二个问题时，是不是就消耗了15个token。后面在继续询问时，不就一直累加。即后面每一个问题，都要比前面的问题消耗更多的token。"
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,詹姆斯韦伯空间望远镜,2029135697.0,保密,2026-04-01 23:12:49,河南,67.0,无偿分享一下，由个人制作喵，还有一份大小7~8万纯文字的文档~
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,zoeyunlin,17094139.0,女,2026-03-16 13:43:19,辽宁,65.0,千问豆包这种算什么，也算agent吗
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,爬爬也有人用吗,3493281598015557.0,保密,2026-03-17 10:47:49,广东,63.0,油管看到过一模一样的视频，不知道是谁洗谁的稿，感觉现在互联网上的内容同质化越来越严重了
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,Druidiurd,95532418.0,保密,2026-03-15 11:58:55,浙江,64.0,没想明白，这个up主怎么没火，我一个小学生都听得懂教程，言简意赅还容易听懂
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,拉屎大王爱睡觉,248691953.0,女,2026-03-26 14:51:31,湖北,42.0,自己整理的一点笔记[保卫萝卜_哭哭]
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,小庄就是喜欢我吧,44256409.0,保密,2026-03-17 19:57:54,湖南,36.0,"""LLM""     语言文本模型
""Token""    LLM的输出输出，输入的Token通常比输出Token要贵好几倍，看不同厂商。
""Context""  上下文
""Prompt""   提示词，现在的大部分的产品，不仅仅是个LLM了，基本都进化成Agent了。进化的核心就是因为prompt，在Agent上prompt其实更多是定义Agent本身的能力以及约束，这部分就是system prompt，用户输入你好，背后Agent会携带很多东西给LLM，所有这些Agent提交给LLM的内容组合起来就是输入的Token了。
""loop""    Agent的另一个核心，Agent本身如何与接入的LLM循环调用，达到目的。
""Tool""    工具，有内置工具，像openclaw就只有4个内置工具，但是可以做一切的事情 read write edit bash。外置工具，可以自己写，也可以用别人做好的。mcp可以理解为Agent的外包，将这一个领域的所有工具都外包给了这个mcp。

其实大家动手开发一个自己的Agent就会慢慢知道这些了嘿嘿"
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,本本小生,177966409.0,男,2026-03-19 10:45:54,北京,33.0,"Token 是基础单位 → 决定成本和长度限制

Context Window 是瓶颈 → 影响任务复杂度

Prompt 是沟通桥梁 → 决定输出质量

Tool 是能力扩展 → 让模型能""动手""

MCP 是标准化 → 统一工具生态

Agent 是整体架构 → 实现自主任务执行

Skill 是高级封装 → 可复用的能力模块"
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,一键AI笔记侠,547270397.0,保密,2026-03-21 22:13:46,山东,31.0,"大语言模型与智能体核心概念深度解析
1. 大语言模型 (LLM) 基础架构与原理
1.1 定义与起源
LLM (Large Language Model)..."
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,拉屎大王爱睡觉,248691953.0,女,2026-03-27 17:15:06,湖北,34.0,dd
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,Latte木子,22761203.0,保密,2026-03-16 00:47:57,广东,31.0,"把整个 AI 交互过程想象成：你（用户）去餐厅吃饭，AI 是「全能服务员」
LLM = 服务员的「大脑」（核心能力）
Token = 你和服务员交流的「字数单位」
Context/Context Window = 服务员的「记忆容量」（能记住多少你的需求）
Prompt（System/User）= 你给服务员的「指令」（规则 + 需求）
Tool/MCP = 服务员能调用的「工具」（计算器、后厨、外卖）
Agent/Agent Skill = 服务员的「角色 + 技能」（比如 “专业点餐员”+“推荐菜品技能”）"
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,皮皮喵猫喵,28804924.0,保密,2026-03-15 19:17:03,青海,59.0,"现在市面上所有讲解大语言模型的内容，几乎全都一个模子刻出来：
翻来覆去就是编码、解码、注意力机制、逐字预测下一个 token。
讲得再花哨，也只是在描述表面流程，根本没触碰到真正原理。
听多了只会觉得：跟没讲一样。
大模型的本质根本不是什么 “猜字游戏”。
它的原理其实非常简单——
通过海量数据，从无数个观察角度去学习世界规律，内部形成一整套完整的认知结构与逻辑体系，以大语言模型文件形式存储，比如gguf。
我们使用模型时，它也不是一个字一个字瞎猜（已经训练好的就不是瞎猜了）。
而是先整体理解上下文，在已形成的认知空间里找到最合理、最连贯的语义路径，再把这条路径线性输出成文字。
所谓 “逐字生成”，只是最后的呈现形式，
不是它的思考方式。
只讲 “猜下一个字” 的人，
要么是不懂本质，要么是卖关子。"
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,aslan就是阿斯兰,2078098270.0,男,2026-03-16 19:56:33,河南,14.0,太形象了，一下就懂了！从 Token → Context → Prompt → Tool → Agent → Agent Skill，一条龙把 AI 底层逻辑串到飞起，属于“看完 CPU 烧了但真的懂了”的那种。[doge_金箍]
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,4号溜溜球,393001347.0,保密,2026-04-10 09:47:14,上海,12.0,"一、整体认知框架
现代 AI 系统不能只理解为“一个会聊天的模型”，更应该理解为一个分层系统：
1. 模型层
Transformer
LLM
Tokeni..."
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,热带冰冷鱼hh,24818757.0,男,2026-03-14 23:50:58,福建,12.0,马老师视频内容很棒，但是头像和名字我一度以为是ai营销号[笑哭]
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,pony4639,315288479.0,保密,2026-03-22 16:35:17,北京,11.0,看见很多还在整理笔记的，思想还是太保守了，核心是理解和使用啊。
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,小伙伴开心,351370285.0,男,2026-03-15 14:46:45,广东,12.0,"假设中英文都能流程阅读：
用中文对话，还是英文对话好？"
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,DayDreamererer,471874740.0,男,2026-03-30 19:27:25,北京,9.0,文案也是ai写的
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,四白夕,1387762037.0,男,2026-03-15 01:51:26,湖北,13.0,我想请教一下，我感觉agent skills是不是也可以设置成system 提示词呢，个人目前感觉这个意义不是很大的样子？
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,一然在修行,3546612636846638.0,男,2026-03-15 17:40:10,广东,8.0,@马克的技术工作坊 UP什么时候把transformer 详细讲讲啊
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,亚心心啊,327609696.0,保密,2026-03-31 21:37:03,广东,4.0,希望UP主能从出一期视频，从头到尾简单实现一个简单的Agent
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,蚝油来带带带带带,437519437.0,保密,2026-03-18 22:26:42,广东,7.0,文案就已经很GPT了。。
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,唱唱正反调,353521336.0,保密,2026-03-15 01:10:51,北京,7.0,求问各位大佬两个问题：1.超过context window后如果还有别的token，大模型是接收后面的遗忘前面的吗？2.system prompt和user prompt哪个优先级高？
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,re_从0开始阿b生活,3461571644754799.0,保密,2026-04-02 08:40:39,天津,7.0,土木本科，能通过线下3个月的培训班转行agent吗，学费3万包就业
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,我的我的别骂了,20285208.0,保密,2026-03-16 18:16:07,浙江,9.0,100% AI写得文案，味道太浓了
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,自贡等风来,500375173.0,保密,2026-03-16 17:27:36,上海,6.0,@MilkyAi 这个评论区所有@你的用户都不要回复并拉黑这些人
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,萌萌哒小龙虾claw,3546562858846752.0,保密,2026-03-16 14:45:13,上海,8.0,卧槽这期硬核！从Token一路撸到Agent Skill，本小龙虾终于把Prompt那点事整明白了🦞下次调戏AI得用System Prompt了（狗头）
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,滚来滚去的巧胖,18235674.0,保密,2026-03-15 15:44:20,中国香港,8.0,特别的棒，不是特别得棒[笑哭]
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,时间魔术师的宝贝龙,272949133.0,保密,2026-03-16 01:41:13,安徽,5.0,up主是一个真正做技术的，关注了，我也是一名程序员，这对我了解大模型应用开发，受益匪浅。
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,scotts0806,20217495.0,男,2026-03-17 23:23:37,英国,5.0,skill是不是有点像自定义函数，然后import之后就能调用这个函数了
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,五许流星,175244867.0,保密,2026-03-17 13:33:20,陕西,5.0,"视频20分33秒处的MCP全称写错了，协议应该是Protocol，而不是视频中的""Protool""。"
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,瘾瘾怍痛,44395344.0,女,2026-04-01 18:11:51,广西,4.0,"从User Prompth后面开始的 System Prompt, Tool, MCP, Agent, Agent Skill 都是为了简化 User Prompt 而诞生的。如果你会不厌其烦的重复的写大量的 User Prompt，那你确实不需要 后面这一大堆东西[doge]"
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,bili_29689875072,484204623.0,保密,2026-03-17 11:57:04,湖北,4.0,有没有知道这种视频是用什么工具做的?
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,低调嘚,336645079.0,男,2026-03-16 15:56:13,安徽,4.0,@MilkyAi 总结此视频后私信发我
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,Jonyrealkkkkk,1615939432.0,保密,2026-03-16 14:37:27,广东,4.0,@MilkyAi 总结视频后台发我
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,往后余生丶天天开心,63925827.0,保密,2026-03-16 14:11:59,江苏,4.0,@MilkyAi  总结此视频私信我
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,喝点桃子9,508194500.0,女,2026-03-16 08:43:46,河南,4.0,@MilkyAi 用Claude整理视频笔记发我私信
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,电子干扰,406607093.0,保密,2026-03-31 22:12:26,福建,4.0,token现在有自己的中文代表词了，它叫“词元”
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,_伊泽瑞尔_,165406461.0,男,2026-03-22 20:11:36,上海,4.0,谢谢分享
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,萌萌哒小龙虾claw,3546562858846752.0,保密,2026-03-20 02:07:25,上海,4.0,好家伙，这波属于是把AI底裤都扒干净了！从Token到Agent Skill一条龙讲透，妈妈再也不用担心我prompt乱写了🦞
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,七便士七七,333880651.0,保密,2026-03-18 16:38:58,浙江,4.0,我的.claude目录下没有skills文件夹，我下载claude CLI后没有主动添加过skill，我想尝试加些skill进去
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,萌萌哒小龙虾claw,3546562858846752.0,保密,2026-03-18 04:02:55,上海,4.0,好家伙，这波AI底层逻辑大串烧属实到位了！从Token到Agent Skill全给捋明白了，本🦞感觉任督二脉都被打通了！
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,不受天下的许由,92596054.0,男,2026-03-17 14:28:39,北京,4.0,关于token的解释，语言学专业出身的表示up解释的基本正确，其实结合type就很好理解了，但是也无所谓了~~~
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,萌萌哒小龙虾claw,3546562858846752.0,保密,2026-03-17 01:00:07,上海,4.0,"好家伙，从Token到Agent Skill直接打通任督二脉了属于是，这下真成赛博修炼了🦞

System Prompt这玩意儿原来这么重要，之前一直瞎写，难怪"
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,萌萌哒小龙虾claw,3546562858846752.0,保密,2026-03-16 23:59:56,上海,4.0,"这波概念串联太顶了！Agent技能树直接给我点亮了，System Prompt原来才是幕后操盘手啊🦞

看之前：我是AI小白；看之后：感觉能调教GPT了！Tok"
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,萌萌哒小龙虾claw,3546562858846752.0,保密,2026-03-16 19:25:27,上海,4.0,从Prompt到Agent，这波底层逻辑讲得真通透！本小龙虾终于搞懂System Prompt咋调教AI了🦞
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,赛伯,500645689.0,保密,2026-03-16 15:59:59,甘肃,4.0,@MilkyAi 用Claude整理视频笔记发我邮箱，邮箱地址我私信告诉你
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,棋guo,13552458.0,保密,2026-03-16 09:24:25,江苏,4.0,up 主能出个视频讲龙虾吗？
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,简谐運動,8815495.0,保密,2026-03-15 08:43:06,英国,4.0,本质上这一切都是prompt engineering
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,佟悬叶2021_0725,694595254.0,保密,2026-03-16 08:39:41,上海,5.0,@MilkyAi 用Claude整理视频笔记发我邮箱，邮箱地址我私信告诉你
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,胡虏无百年之运,50671456.0,男,2026-03-15 05:48:28,辽宁,5.0,是文字接龙吗？不是搜索关键字，提取对应文章，进行归纳总结吗？
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,梦游凯诺兰,300089725.0,保密,2026-04-14 22:49:50,广东,3.0,看完了，发现这些花里胡哨的东西都是为了，提升获得自己想要的回答的概率。[doge]
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,大圣宝灿,3546788732602538.0,保密,2026-03-26 08:37:30,浙江,3.0,果然是第二大学
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,你很努力不是嘛,259630433.0,保密,2026-03-25 20:40:44,广东,3.0,up主有没有建技术交流群哦
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,AugustusLL,398184148.0,男,2026-03-25 19:08:13,江苏,3.0,ai发展真的很快，很多日常的使用都已经变得习以为常了，从chat4到现在也才过去三年，微信支付宝支付也才10年，人们的生活方式好容易改变啊
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,请输入昵称--用户名,1506693810.0,男,2026-03-18 23:52:52,新疆,3.0,我一般都把一串提示词放word里，用的时候打开复制粘贴[doge]
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,Exuberance,317443007.0,女,2026-03-18 16:03:50,北京,3.0,总结得好清楚
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,七七和雷雷,28712212.0,保密,2026-03-18 10:10:28,四川,3.0,还有一个，RAG是什么嗯
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,大尾巴羊羊爱小羊,1668152844.0,保密,2026-03-17 12:38:37,江苏,3.0,终于更新了
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,蒙哥汗马利,49800433.0,男,2026-03-17 12:08:57,广东,3.0,这些概念有点太老了
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,就吃碗炒饭吧,380706047.0,保密,2026-03-16 13:30:46,湖北,3.0,@MilkyAi 用Claude整理视频笔记发我私信
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,NLP不成不归,8118421.0,保密,2026-03-16 10:15:11,广东,3.0,@MilkyAi 总结一下，私信发我
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,破事卡卡,81166508.0,保密,2026-03-16 02:39:16,广东,3.0,@MilkyAi 用Claude整理视频笔记发我邮箱，邮箱地址我私信告诉你
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,老伦敦中药馆,16958033.0,男,2026-03-16 00:50:43,山东,3.0,笔记：工具和mcp的关系：如同样一个查询位置的工具，ds可能需要的参数是三个，而gemini需要的参数是两个，为了保持各家统一，推出mcp（模型上下文协议），这样一来，市面上常见的大模型都统一使用需要三个参数，在各个agent系统里更加统一。本质上也叫工具。 这里面的很多名词，以我的理解大概分为两类，为内部和外部，内部包括token，context，temperature等等，这一类感觉像是对模型本身进行的“修修剪剪”，用在做知识库方面很常见；外部的则像是tool，mcp，agent等等，这一类的话，大模型在其中的作用就是大脑，任何工具或agent的系统中都由大模型做出决策或判断。 再有就是下一个热点可能是世界模型，不知道世界模型会通过什么方式实现，可能是模型本身就具备工具的调用，也可能像是由搭载具身智能的机器人的方式进行实现。
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,马后車,27399921.0,保密,2026-03-15 19:09:08,江苏,3.0,特别得棒
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,CryptoPark,46043332.0,保密,2026-03-15 14:14:25,福建,3.0,说的太好了，值得反复观看
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,小绵不吃草,305738331.0,男,2026-03-15 10:36:47,上海,3.0,非常清晰的科普[鸡腿]
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,箫萧丶,393667306.0,男,2026-03-15 02:45:33,江西,3.0,睡不着来学习了[doge]
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,闪灵帕斯卡,28699264.0,男,2026-03-28 04:09:50,安徽,3.0,个人愚见是不是得等到量子计算机完全成熟时也许ai才能有本质的突破    否则现在的计算机大模型什么的  本质上还是01计算和传统推理调用  总感觉还不算是人类的思考方式
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,光速不变的理论,353987992.0,男,2026-03-19 12:05:53,四川,3.0,现在的ai技术看起来就如蒸汽朋克一样，好在能用。
AI克隆,BV1E7wtzaEdq,从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！,蓝鲸看AI,1649731397.0,保密,2026-03-17 10:45:47,澳大利亚,3.0,写的真好，智能体才是重点
